ImageId,EncodedPixels
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,55690 5 55944 9 56199 11 56455 12 56711 13 56967 13 57223 14 57480 13 57736 13 57993 12 58250 11 58508 8 58766 5
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,41009 6 41264 9 41518 13 41774 14 42030 14 42286 14 42542 14 42799 13 43057 10 43315 5
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,15415 6 15670 8 15926 9 16182 10 16438 11 16694 11 16950 11 17206 11 17462 11 17718 11 17975 10 18231 9 18488 8 18745 6 19002 4
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,62657 4 62911 8 63166 9 63421 11 63676 12 63931 13 64187 12 64443 12 64699 11 64956 9 65212 8 65470 2
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,27190 5 27445 8 27700 10 27956 10 28212 11 28468 12 28724 12 28980 13 29236 13 29492 14 29749 13 30007 11 30264 10 30522 7 30779 4
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,9172 4 9427 6 9682 8 9937 9 10192 10 10447 11 10703 11 10958 11 11214 11 11470 11 11726 10 11981 11 12238 9 12494 8 12751 7 13008 5
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,6401 4 6657 5 6913 5 7169 6 7425 6 7681 6 7937 6 8193 5 8449 5 8705 4 8961 3 9217 2 9473 1
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,56755 4 57009 7 57264 9 57519 10 57774 11 58029 13 58284 13 58540 14 58795 14 59052 13 59308 12 59564 11 59820 11 60077 8 60336 2
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,19014 1 19268 5 19524 7 19779 9 20035 9 20291 10 20547 11 20803 11 21060 10 21316 11 21572 11 21829 9 22086 8 22343 7 22600 4
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,41130 4 41385 6 41639 9 41894 11 42149 12 42405 12 42660 12 42915 13 43171 13 43427 12 43684 10 43941 7 44199 3
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,54332 8 54587 11 54843 12 55098 14 55354 15 55611 14 55867 15 56124 14 56381 12 56638 11 56895 9 57153 5
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,48086 4 48340 7 48595 8 48851 9 49106 10 49361 11 49616 11 49872 11 50127 12 50383 11 50639 11 50895 10 51151 9 51408 8 51664 6 51922 3
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,3755 5 4010 8 4264 10 4520 11 4775 13 5031 13 5287 13 5543 13 5799 13 6055 13 6311 13 6567 13 6824 12 7081 10 7338 9 7595 6
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,25097 4 25351 8 25606 10 25862 10 26118 11 26374 12 26630 12 26886 12 27143 11 27400 10 27657 9 27915 6
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,43195 5 43449 8 43704 10 43959 11 44213 13 44469 12 44724 13 44979 14 45235 13 45491 12 45747 12 46004 9 46261 7 46518 4
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,49013 4 49267 7 49522 8 49777 10 50032 11 50288 12 50544 12 50800 12 51056 12 51312 12 51568 12 51824 11 52080 11 52337 9 52593 9 52850 7
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,32521 5 32776 7 33031 9 33287 10 33543 11 33799 11 34055 12 34312 11 34568 12 34825 11 35082 10 35339 9 35596 8 35853 7 36111 4
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,28189 7 28445 8 28700 10 28956 11 29212 11 29468 12 29725 11 29982 10 30238 9 30495 8 30753 5
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,11035 4 11289 7 11544 9 11799 10 12054 12 12310 12 12566 11 12822 11 13078 10 13335 8 13591 7 13848 5 14106 2
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,9808 5 10063 7 10318 9 10574 9 10829 11 11085 11 11341 11 11597 11 11853 11 12109 11 12366 10 12623 9 12879 8 13136 6 13393 4
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,34946 3 35197 11 35450 15 35704 18 35959 19 36214 20 36469 21 36724 22 36979 22 37234 23 37490 22 37746 20 38002 19 38258 17 38515 14 38772 10
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,165 11 421 11 677 12 933 12 1189 12 1446 11 1702 10 1959 9 2215 8 2472 7
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,14150 7 14405 9 14660 11 14915 13 15171 13 15426 14 15681 14 15937 14 16193 13 16449 13 16705 12 16961 11 17218 9 17477 4
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,45067 2 45321 6 45577 7 45833 8 46089 9 46345 9 46601 10 46858 10 47114 10 47371 9 47628 8 47884 8 48141 6 48398 4
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,3718 5 3973 7 4228 9 4484 9 4739 11 4995 11 5251 11 5507 11 5763 11 6019 10 6275 10 6531 10 6788 9 7045 7 7302 4
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,234 19 491 19 747 19 1004 19 1260 20 1517 19 1774 18 2031 17 2287 16 2544 14 2802 8
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,56732 5 56986 9 57241 12 57496 15 57751 20 58007 21 58262 23 58518 23 58774 23 59030 23 59286 24 59542 24 59797 25 60051 28 60306 29 60562 29 60818 29 61075 28 61336 23 61593 22 61850 20 62107 18 62364 17 62621 15 62878 13 63135 11 63392 9 63650 6
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,70950 3 70959 10 71203 24 71458 26 71713 28 71968 30 72224 31 72480 31 72736 32 72993 31 73249 31 73505 32 73761 32 74017 32 74273 33 74529 33 74785 33 75042 32 75298 32 75555 31 75812 30 76069 28 76338 13
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,77952 11 78207 13 78462 15 78717 17 78972 18 79228 19 79483 20 79738 21 79994 21 80249 21 80505 20 80761 18 81018 8
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,137 26 393 26 649 26 905 26 1161 25 1418 23 1675 22 1932 20 2189 18 2446 15 2704 10
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,43521 2 43777 5 44033 6 44289 6 44545 6 44801 7 45057 7 45313 7 45569 7 45825 7 46081 7 46337 6 46593 4 46849 3 47105 2
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,5744 11 5996 16 6249 20 6504 21 6757 24 7012 25 7266 26 7521 27 7776 28 8030 29 8285 29 8540 30 8796 30 9051 31 9307 30 9563 29 9819 28 10076 25 10332 24 10589 22 10846 18 11105 12 11365 4 11622 2
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,11777 2 12033 3 12289 4 12545 5 12801 7 13057 11 13313 12 13569 12 13825 12 14081 12 14337 12 14593 12 14849 12 15105 12 15361 12 15617 11 15873 10 16129 9 16385 8 16641 8 16897 7 17153 7 17409 7 17665 6 17921 5
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,36349 4 36604 5 36859 6 37113 8 37368 9 37621 12 37876 13 38131 14 38387 14 38643 14 38899 14 39155 14 39411 14 39667 14 39924 13 40181 12 40438 8
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,63109 12 63364 14 63619 16 63874 18 64128 23 64383 25 64638 27 64892 29 65147 31 65403 32 65659 33 65915 33 66171 33 66427 33 66684 32 66940 32 67196 32 67452 32 67709 30 67966 28 68222 28 68479 26 68736 24 68993 20 69252 15
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,62247 7 62502 12 62757 15 63013 16 63269 17 63525 18 63781 19 64037 20 64293 21 64549 22 64805 23 65061 24 65317 25 65573 26 65828 28 66084 29 66339 32 66595 33 66850 34 67106 34 67362 34 67618 33 67874 32 68131 30 68387 29 68643 28 68899 27 69155 26 69411 25 69667 24 69923 23 70178 23 70434 22 70690 21 70947 3 70953 6
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,44316 4 44570 8 44824 11 45079 13 45334 14 45589 16 45844 17 46099 18 46355 18 46610 19 46865 20 47120 22 47376 24 47632 25 47888 25 48143 26 48399 26 48655 26 48911 26 49167 26 49424 24 49681 22 49938 19
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,21419 4 21673 7 21927 9 22182 11 22437 12 22692 14 22948 15 23203 17 23459 18 23715 19 23971 20 24227 21 24483 22 24739 22 24995 21 25251 21 25507 21 25763 21 26019 21 26275 21 26531 21 26788 20 27044 20 27301 19 27558 17 27817 13 28075 10 28336 4
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,47361 5 47617 7 47873 8 48129 9 48385 10 48641 11 48897 11 49153 12 49409 12 49665 12 49921 13 50177 13 50433 13 50689 14 50945 14 51201 14 51457 14 51713 14 51969 14 52225 13 52481 13 52737 13 52993 13 53249 13 53505 13 53761 12 54017 12 54273 11 54529 10 54785 10 55041 9 55297 8 55553 7 55809 6 56065 5
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,6439 6 6691 13 6946 17 7201 21 7457 22 7713 23 7969 24 8225 25 8482 25 8738 26 8995 25 9251 25 9508 24 9765 23 10022 22 10279 21 10535 21 10791 20 11046 21 11302 20 11558 19 11814 19 12070 18 12327 17 12583 17 12840 15 13097 14 13354 12 13612 9 13871 4
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,33866 6 34119 12 34374 15 34628 18 34883 21 35139 24 35394 26 35650 27 35906 28 36162 29 36418 29 36675 28 36932 27 37189 25 37446 24 37703 22 37960 20 38217 18 38474 15 38732 12 38989 9 39248 3
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,25179 7 25432 23 25687 25 25942 27 26198 27 26454 27 26710 27 26966 27 27222 27 27477 28 27732 30 27988 30 28244 30 28500 30 28756 30 29012 30 29268 30 29524 30 29781 29 30038 28 30295 27 30552 25 30816 16 31073 13 31331 10 31589 7 31848 3
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,16267 11 16519 16 16773 19 17028 20 17281 23 17535 26 17790 27 18045 28 18300 29 18556 29 18811 30 19066 30 19321 31 19577 30 19833 30 20089 29 20345 29 20601 28 20857 27 21113 26 21369 25 21625 24 21882 22 22138 22 22395 20 22652 17 22912 10
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,46943 9 47198 12 47453 14 47709 16 47964 18 48220 19 48476 20 48732 20 48988 20 49245 19 49502 18 49761 14 50020 10 50280 5
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,16733 6 16988 16 17243 24 17498 26 17753 27 18008 28 18264 27 18520 27 18776 27 19033 26 19289 26 19546 25 19802 24 20058 24 20315 22 20572 20 20828 20 21085 18 21342 16 21599 15 21856 13 22114 8
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,11099 6 11354 11 11609 13 11865 15 12121 17 12377 22 12633 24 12888 26 13144 26 13400 26 13655 26 13911 26 14167 26 14424 24 14682 22 14940 19 15198 16 15461 9 15718 8 15977 4
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,79527 5 79780 9 80034 14 80287 18 80542 20 80797 21 81052 22 81308 23 81567 25 81824 24
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,33281 3 33537 6 33793 8 34049 10 34305 11 34561 13 34817 14 35073 15 35329 16 35585 16 35841 16 36097 16 36353 16 36609 16 36865 16 37121 15 37377 15 37633 14 37889 14 38145 14 38401 12 38657 11 38913 8
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,60929 8 61185 9 61441 10 61697 10 61953 10 62209 10 62465 10 62721 10 62977 10 63233 9 63489 9 63745 8 64001 7 64257 6 64513 5 64769 4 65025 3 65281 2 65537 2 65793 1 66049 1 66305 1
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,14014 4 14269 6 14524 7 14779 9 15033 11 15286 15 15541 17 15797 20 16053 21 16310 20 16568 18 16825 17 17082 16 17340 13 17597 12 17854 10 18111 9 18367 9 18624 7 18881 5
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,6199 5 6454 9 6710 13 6966 14 7222 15 7479 19 7736 20 7993 21 8250 23 8507 24 8764 24 9020 25 9276 26 9532 27 9788 27 10044 27 10300 27 10557 3 10562 21 10820 19 11077 19 11333 20 11590 19 11847 18 12104 17 12361 16 12617 16 12872 16 13127 17 13382 18 13638 17 13894 16 14150 15 14407 14 14664 12
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,69884 4 70138 7 70391 10 70645 12 70899 14 71154 15 71409 16 71664 17 71919 18 72175 18 72431 18 72687 18 72943 18 73199 18 73454 19 73710 19 73966 19 74222 19 74478 19 74734 19 74990 19 75246 19 75502 19 75758 19 76015 18 76271 18 76527 18 76783 18 77040 17 77297 16 77553 16 77809 16 78066 15 78322 15 78578 15 78834 15 79090 15 79346 15 79602 15 79858 15 80114 15 80371 14 80631 10 80893 4
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,19380 9 19635 13 19890 17 20146 18 20402 19 20657 20 20912 22 21168 22 21424 22 21680 22 21936 22 22193 20 22449 20 22706 19 22963 17 23220 16 23477 15 23734 12 23991 9 24248 7 24505 5
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,32390 8 32645 10 32900 11 33155 12 33410 13 33665 13 33920 13 34176 13 34431 13 34687 12 34943 12 35199 12 35454 12 35710 12 35966 11 36223 9 36479 8 36736 5
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,32035 8 32290 12 32546 17 32801 20 33056 22 33311 24 33567 25 33823 25 34078 27 34333 28 34589 28 34845 28 35101 28 35358 27 35615 26 35872 25 36128 24 36384 23 36640 21 36896 20 37153 18 37409 17 37665 16 37921 15 38177 14 38434 11 38691 8 38947 5
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,65549 11 65802 16 66055 22 66308 27 66561 31 66817 32 67073 33 67329 33 67585 33 67841 33 68097 34 68353 34 68609 34 68865 34 69121 34 69377 34 69633 34 69889 34 70145 33 70401 33 70657 33 70913 34 71169 34 71425 33 71681 9 71692 21 71937 7 71950 18 72193 6 72214 3
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,3841 1 4097 2 4353 3 4609 3 4865 4 5121 5 5377 6 5633 6 5889 7 6145 7 6401 8 6657 8 6913 9 7169 10 7425 10 7681 10 7937 10 8193 10 8449 10 8705 10 8961 10 9217 10 9473 9 9729 9 9985 8 10241 8 10497 7
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,37551 6 37806 8 38061 10 38314 13 38568 15 38821 18 39070 25 39324 27 39579 28 39834 28 40088 30 40343 31 40599 30 40855 30 41111 29 41367 28 41623 28 41879 27 42136 25 42392 25 42648 24 42905 21 43161 20 43418 17 43674 16 43931 13 44188 10 44444 8 44701 5
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,27798 3 28053 5 28308 7 28564 8 28820 9 29076 11 29333 11 29590 11 29846 13 30102 15 30358 16 30614 18 30871 18 31128 17 31387 14 31645 12 31905 7
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,30807 9 31059 14 31314 17 31569 20 31825 23 32081 26 32337 27 32593 28 32849 28 33105 28 33361 28 33618 27 33874 27 34131 26 34389 23 34646 21 34904 17 35163 11
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,16884 8 17138 11 17391 14 17646 16 17901 18 18156 19 18411 20 18667 20 18922 21 19178 21 19434 21 19690 21 19946 21 20202 21 20458 21 20714 21 20970 21 21226 20 21482 20 21739 18 21995 18 22252 16 22509 14 22766 12
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,40288 9 40543 13 40799 15 41054 18 41310 19 41566 20 41822 21 42078 21 42333 23 42588 24 42843 25 43099 25 43355 25 43611 25 43867 25 44124 25 44381 24 44638 23 44895 21 45154 17 45413 13 45671 11 45930 7
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,23807 2 24062 3 24318 3 24573 4 24829 4 25084 5 25339 6 25594 7 25850 7 26105 8 26359 10 26614 11 26868 13 27123 14 27378 15 27632 17 27887 18 28142 19 28395 22 28650 23 28905 24 29161 24 29417 24 29673 24 29930 23 30187 22 30444 21 30701 20 30958 19 31215 18 31472 16 31728 15 31985 13 32243 10 32500 8 32759 3
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,29666 7 29920 10 30175 12 30429 15 30682 19 30927 5 30936 22 31181 34 31436 36 31691 37 31947 38 32203 38 32459 38 32715 38 32970 40 33226 40 33482 40 33738 40 33994 39 34250 39 34506 39 34762 38 35018 36 35274 35 35531 33 35787 32 36044 30 36302 26 36559 23 36815 22 37071 22 37327 22 37583 22 37839 22 38096 20 38353 17
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,53895 4 54150 12 54406 15 54662 16 54919 18 55176 18 55435 16 55692 16 55948 17 56204 17 56461 16 56718 14 56974 12 57230 11 57486 10 57742 9 57997 10 58252 10 58508 10 58764 10 59021 8 59279 3
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,63339 12 63593 15 63848 17 64104 17 64360 17 64616 17 64871 18 65127 18 65383 18 65639 18 65894 19 66150 19 66405 20 66661 20 66916 21 67171 22 67426 23 67681 23 67937 23 68193 22 68449 21 68706 19 68964 16 69221 15 69479 12 69736 10 69994 6
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,29766 6 30021 10 30276 12 30531 14 30785 16 31038 19 31291 22 31545 24 31800 25 32055 26 32311 25 32567 24 32823 22 33080 16
00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,42481 7 42736 9 42990 11 43244 13 43498 15 43752 17 44006 19 44261 20 44514 23 44767 25 45019 29 45273 30 45528 31 45783 31 46038 31 46294 30 46550 29 46806 25 47062 22 47318 19 47574 17 47831 13 48088 10 48345 7
